0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.826,1.397,6.632,12.408,5.231,4.64,0.792,1.988,8.077,1.095,1.721,1.107,2.205,9.592,4.746,2.641,1.442,2.463,6.306,8.767,1.099,6.134,1.106,3.382,2.287,0.64,4.668,10.468,1.269,1.952,7.355,9.702,10.257,3.197,1.574,9.029,11.814,22.63,3.155,10.142,19.131,4.115,1.629,1.342,7.887,15.335,1.65,0.827,0.765,3.686,8.306,9.106,3.503,1.606,7.674,1.83,2.224,7.219
4.82,1.098,11.533,4.18,1.957,6.39,1.542,3.697,0.566,14.288,2.037,8.481,4.08,9.371,0.135,3.568,1.762,0.669,1.702,0.705,4.315,2.329,1.278,0.752,5.471,5.33,3.018,6.289,2.763,1.695,3.519,3.195,4.273,2.976,1.185,10.357,9.601,23.037,8.616,1.472,6.339,2.699,3.33,2.105,18.942,7.534,2.346,1.694,1.066,8.73,2.966,1.369,7.437,4.262,2.333,1.801,4.448,8.559
2.364,1.166,3.876,3.092,0.619,1.71,2.519,0.396,3.744,0.335,1.366,0.66,3.501,0.53,6.607,0.326,6.452,0.458,8.494,3.398,6.781,1.79,1.385,3.923,1.795,4.544,10.573,0.43,4.183,3.651,7.776,2.743,8.214,1.315,2.547,15.897,3.762,3.262,1.789,2.876,10.966,6.473,6.329,6.17,7.141,1.583,6.938,3.162,4.272,10.516,5.582,17.8,1.548,0.406,0.776,8.214,7.5,5.571
3.475,2.424,6.061,5.951,4.847,3.264,3.802,2.943,1.595,2.69,3.158,1.285,3.593,2.002,4.387,2.677,3.706,4.729,0.358,3.167,0.563,14.562,3.705,2.665,16.065,3.003,2.236,4.827,11.275,0.925,8.2,3.012,2.051,2.168,3.67,1.155,10.173,3.394,4.458,5.517,4.875,4.627,13.508,1.277,3.061,1.317,3.111,3.16,1.924,0.345,1.528,2.694,1.641,1.397,2.053,0.375,4.007,3.55
21.262,10.432,4.389,5.571,0.403,5.26,3.531,0.6,9.792,3.351,1.059,1.447,4.856,0.984,0.87,6.1,1.765,6.88,1.529,2.091,11.359,1.316,2.218,3.874,3.14,4.343,1.076,9.251,6.793,2.2,14.896,1.656,3.552,4.313,10.496,10.665,4.081,1.057,8.523,2.61,7.023,20.322,2.643,7.31,37.152,6.722,8.61,10.419,8.117,0.419,201.485,2.573,0.371,2.464,2.676,0.974,3.153,2.744
1.619,2.665,8.771,1.411,2.512,4.406,1.684,1.942,0.708,2.326,5.711,2.003,3.641,2.163,1.307,5.388,3.412,6.638,3.727,1.201,0.497,5.494,1.872,0.985,1.704,6.299,2.714,12.482,0.772,4.118,4.443,14.426,29.673,2.136,1.524,0.516,6.574,3.204,6.227,5.373,5.652,1.28,9.304,12.5,5.236,0.256,1.318,2.463,8.477,7.65,3.522,0.382,5.56,20.367,2.58,5.048,5.748,2.565
2.298,12.864,1.281,1.047,0.558,11.146,3.522,2.45,2.998,2.579,1.887,10.098,6.973,5.573,7.964,3.164,1.378,18.603,0.86,2.392,3.407,2.51,5.089,6.676,5.836,1.208,0.704,5.356,3.827,0.861,4.238,9.81,9.636,3.12,3.026,2.344,12.613,11.023,1.519,2.075,24.586,9.624,1.951,0.535,5.431,1.135,2.353,23.051,0.873,2.842,100.843,2.224,8.065,101.014,3.233,1.777,3.924,7.504
5.093,9.76,3.975,4.487,1.198,1.185,12.248,2.514,0.636,2.445,9.072,2.491,0.8,1.353,7.229,0.998,3.722,6.639,3.355,2.572,2.024,2.613,1.669,1.189,5.208,7.393,4,13.876,1.738,4.207,5.6,10.601,2.77,8.01,9.399,1.205,0.542,22.312,11.767,14.059,3.838,3.009,6.616,6.137,7.608,6.165,4.351,4.097,4.486,6.41,3.956,9.004,2.145,18.554,0.407,1.171,0.443,4.788
2.031,9.69,2.185,3.267,3.581,2.215,2.702,1.292,6.39,2.064,2.549,3.039,0.628,2.695,1.975,2.149,4.405,0.966,2.447,3.283,2.228,5.792,1.884,0.893,7.631,5.484,5.599,4.796,0.774,3.41,2.007,2.686,1.504,1.801,1.189,6.013,0.703,3.084,8.573,19.839,1.734,2.37,19.834,3.501,6.047,3.019,5.192,1.359,3.99,10.452,3.051,3.898,3.986,0.758,1.162,5.666,1.448,8.685
12.975,2.312,5.641,0.724,0.51,2.413,2.289,5.603,0.829,3.988,6.355,2.358,0.687,2.7,6.993,9.019,2.223,3.348,2.75,7.51,7.635,0.969,1.693,2.044,0.35,9.043,11.74,2.267,0.685,5.609,13.443,1.144,4.344,9.842,7.12,14.45,17.303,20.077,4.299,5.259,6.101,8.846,15.866,1.555,6.213,2.614,3.93,4.598,6.602,2.172,6.214,4.372,2.973,2.108,4.82,4.085,5.908,3.072
1.297,0.945,3.363,0.396,3.064,0.339,1.3,5.091,1.889,2.491,4.362,7.093,0.938,10.224,6.072,3.512,1.719,0.586,1.825,0.823,2.809,2.227,3.333,1.234,1.165,1.696,15.564,6.244,7.203,5.983,8.86,1.037,9.556,3.73,2.287,8.762,14.459,11.027,1.385,4.726,0.872,4.05,15.086,4.591,8.041,13.897,4.599,0.712,5.052,1.127,7.487,2.096,0.983,7.837,6.055,0.463,2.373,2.239
1.555,1.132,2.844,2.134,4.391,7.657,1.282,3.352,9.907,5.658,2.278,6.425,4.37,1.386,1.992,0.409,9.681,6.316,2.157,1.818,10.55,2.418,1.043,0.867,4.062,1.191,3.467,5.421,2.051,23.94,7.689,2.803,21.035,0.438,5.126,1.85,11.609,30.173,1.824,9.082,2.983,1.508,9.483,47.244,0.977,2.997,9.54,4.918,16.583,10.274,104.371,3.629,3.824,1.706,0.4,4.387,3.355,4.037
2.634,2.941,7.967,1.855,1.489,1.725,7.267,0.497,16.859,1.805,1.577,2.815,0.559,2.896,0.21,4.823,5.542,1.455,7.77,2.576,3.145,1.43,6.061,3.642,3.741,2.328,6.166,3.858,5.524,2.322,0.751,5.343,5.359,3.254,8.427,9.376,5.201,16.916,6.62,8.221,10.85,0.422,3.873,1.915,7.687,3.342,0.88,2.197,1.424,6.364,4.385,9.949,2.233,101.583,2.462,1.74,9.158,5.601
4.899,0.977,0.445,7.332,1.831,4.458,10.46,7.348,1.423,0.585,0.516,0.97,2.587,5.169,3.41,1.438,0.474,1.373,9.396,1.625,1.685,1.555,3.6,5.22,1.756,2.138,2.119,6.931,11.168,5.428,1.722,8.88,4.099,18.011,1.855,2.189,4.911,6.145,7.258,2.127,3.176,7.404,20.013,8.898,3.522,1.014,1.051,0.737,4.624,2.856,3.759,4.556,2.972,1.09,1.68,4.821,7.407,11.859
0.815,4.641,3.241,4.892,6.591,4.689,1.741,1.766,0.466,9.953,1.456,2.329,1.027,9.007,1.132,1.394,3.13,3.643,2.287,20.524,1.4,4.412,0.62,6.377,4.847,14.411,1.232,17.583,4.748,3.423,10.798,1.66,2.992,20.606,1.302,6.304,1.443,15.104,0.632,12.854,5.633,1.793,15.597,0.639,4.016,5.101,19.226,1.838,9.026,1.671,5.328,3.32,2.495,3.364,3.221,2.174,7.083,9.469
0.541,1.743,9.325,7.774,0.894,2.477,12.438,0.725,2.872,6.05,8.269,7.807,1.77,2.685,0.956,2.174,1.312,1.989,1.781,4.985,5.226,6.08,4.491,9.131,0.643,1.282,4.325,2.184,3.565,2.949,7.136,4.195,1.624,0.625,3.647,0.854,1.844,14.648,10.151,8.823,2.239,2.706,2.31,0.292,5.634,18.72,3.134,7.004,6.599,7.784,2.041,1.276,1.674,1.971,3.87,5.755,2.001,1.461
3.269,5.759,5.459,0.989,3.054,20.312,9.354,1.748,3.437,1.066,5.659,2.337,0.914,1.354,1.948,3.19,2.462,6.213,1.62,2.033,2.101,2.32,2.089,4.099,5.764,0.722,9.656,5.595,6.542,2.899,5.22,2.84,7.032,3.851,0.835,10.562,9.167,23.914,1.806,2.486,14.73,1.121,18.756,2.342,8.919,3.141,5.904,4.892,3.146,7.832,5.292,2.512,12.398,4.095,2.697,0.806,0.84,18.816
0.515,3.7,1.505,7.689,9.288,6.49,1.155,7.752,6.143,4.944,0.805,4.575,11.436,2.243,4.159,8.405,3.177,1.696,2.744,4.838,2.543,1.865,3.235,2.229,4.245,3.625,5.365,10.601,2.516,5.246,6.031,2.248,4.869,1.584,5.175,1.476,0.819,3.345,16.635,1.764,3.454,0.558,2.762,13.612,3.9,103.022,16.289,6.243,5.253,5.517,1.48,2.769,5.766,1.545,1.817,1.394,7.415,5.107
5.646,3.316,3.661,2.066,1.308,2.236,3.686,3.286,9.436,3.361,2.846,5.069,4.172,2.606,1.069,1.478,8.17,0.764,1.319,0.797,11.225,4.599,3.058,2.684,3.723,0.636,0.803,2.97,1.686,3.238,5.154,1.809,5.011,49.546,3.57,3.545,11.283,2.618,10.058,15.356,6.534,4.354,6.884,0.176,2.007,13.18,1.492,8.644,12.459,7.047,5.633,5.586,2.27,1.664,0.944,0.84,1.314,4.368
3.866,0.908,6.245,8.597,7.028,1.499,1.48,3.67,0.362,3.285,7.579,0.445,1.354,0.901,0.912,8.77,6.273,5.118,0.515,5.13,1.815,3.742,1.083,2.062,1.593,8.737,2.972,2.191,8.753,3.559,4.953,4.204,0.985,8.417,5.872,3.651,1.664,5.287,2.267,8.924,9.511,4.374,9.309,0.956,7.434,1.703,8.659,4.159,11.515,5.525,3.422,2.156,110.772,2.229,2.196,5.151,1.457,2.866
3.706,0.883,3.138,9.94,16.557,4.307,1.206,11.979,12.071,0.816,1.833,4.138,1.335,4.174,4.099,1.28,4.64,4.899,4.514,2.346,6.959,1.797,4.965,18.489,1.592,3.122,2.391,7.424,2.993,2.047,14.808,7.516,4.23,12.895,2.711,7.705,4.532,2.254,5.393,2.931,3.886,12.484,3.295,7.314,4.033,5.136,0.746,8.459,39.295,6.224,9.975,1.069,0.316,3.333,1.848,7.818,1.746,8.242
2.577,10.555,2.463,1.231,0.259,2.995,0.828,3.527,1.248,2.838,2.376,9.275,1.283,1.318,5.592,0.466,7.244,9.206,15.241,2.173,8.828,0.586,0.914,11.492,0.807,4.646,8.472,13.654,4.174,1.273,6.566,4.615,4.019,8.282,2.93,2.741,9.451,5.876,7.591,7.584,60.994,5.611,6.047,2.133,2.885,21.087,1.46,2.295,2.974,5.291,0.934,7.764,0.377,2.138,1.207,10.241,5.797,7.044
6.823,2.629,2.759,2.247,1.941,0.389,0.542,12.492,0.844,15.988,1.996,2.757,2.977,1.471,1.602,1.01,6.979,5.672,1.912,0.402,2.17,3.707,9.01,5,5.065,3.489,15.284,1.18,2.238,6.373,7.941,0.47,4.708,11.144,0.988,0.882,9.952,2.056,8.21,6.538,2.584,0.579,9.533,10.97,11.27,0.969,5.28,1.899,7.526,0.386,0.657,200.839,2.698,3.072,0.917,1.568,3.51,7.439
