0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.518,1000,139.95,283.642,114.529,231.221,484.659,203.198,352.818,909.579,1000,6.237,1000,92.093,1000,1000,1000,909.993,1000,1000,1000,146.137,790.122,1000,1000,291.802,1000,1000,1000,1000,350.934,1000,1000,1000,1000,381.589,262.905,1000,1000,1000,404.358,1000,1000,33.306,919.775,11.093,560.678,58.548,637.217,186.102,1000,1000,1000,1000,1000,1000,1000,1000
848.998,1000,1000,1000,179.119,15.762,247.595,896.896,102.321,160.098,45.361,9.532,1000,1000,1000,49.818,481.256,518.005,862.162,1000,1000,1000,1000,1000,993.603,1000,692.386,482.775,1000,215.325,271.636,1000,1000,1000,727.63,188.418,1000,1000,1000,1000,1000,512.487,510.276,662.884,69.563,747.428,1000,147.226,731.012,20.364,603.071,1000,1000,1000,1000,120.11,1000,1000
433.87,1000,159.327,1000,1000,11.809,121.573,1000,801.209,123.619,451.659,14.961,126.853,1000,269.675,119.601,1000,1000,1000,1000,20.611,88.899,1000,588.705,1000,1000,788.268,1000,1000,936.168,453.83,544.836,1000,1000,1000,1000,1000,1000,1000,1000,1000,804.509,403.433,1000,335.302,1000,65.962,205.257,1000,632.212,1000,1000,1000,1000,725.853,1000,712.606,1000
249.747,41.485,886.444,304.429,1000,1000,121.113,669.922,711.041,967.748,948.631,206.127,1000,1000,744.587,1000,128.264,942.756,1000,1000,1000,1000,1000,346.256,1000,554.187,269.805,1000,1000,1000,64.204,1000,1000,1000,1000,638.265,1000,1000,1000,1000,1000,1000,1000,335.824,49.549,1000,1000,87.411,98.073,1000,108.949,1000,1000,1000,1000,718.414,606.342,21.432
638.848,682.258,391.881,131.529,458.789,1000,178.633,623.061,1000,297.698,431.238,133.531,34.581,1000,1000,212.096,28.372,1000,1000,724.76,525.638,1000,1000,1000,1000,86.48,478.819,1000,1000,1000,546.513,692.993,1000,1000,1000,663.628,1000,1000,1000,1000,1000,1000,1000,55.115,127.235,1000,1000,710.133,775.503,1000,1000,1000,1000,1000,1000,1000,1000,216.607
1000,829.076,147.383,276.204,1000,1000,1000,107.365,114.786,1000,1000,28.27,88.929,1000,665.278,436.124,301.408,1000,1000,433.34,156.334,686.189,164.876,1000,1000,1000,1000,1000,1000,1000,827.732,1000,1000,1000,1000,885.735,1000,1000,204.239,1000,1000,1000,679.824,843.127,81.899,323.324,631.949,1000,970.899,448.806,1000,1000,1000,1000,1000,1000,1000,1000
807.163,62.702,214.327,692.965,1000,1000,130.631,1000,667.214,96.849,1000,15.06,414.898,98.928,181.862,522.948,249.419,1000,1000,1000,561.037,1000,91.621,1000,1000,1000,98.267,1000,140.719,124.203,1000,873.937,588.414,1000,1000,1000,1000,1000,1000,1000,1000,5.897,41.15,1000,408.713,205.253,1000,319.405,873.979,1000,1000,1000,26.449,1000,711.327,1000,1000,232.491
1000,146.203,367.276,74.548,59.025,126.769,336.358,782.344,1000,1000,1000,165.182,470.802,178.769,580.68,80.69,315.407,1000,1000,1000,391.427,452.131,1000,1000,196.718,761.161,1000,1000,1000,1000,693.418,1000,19.792,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,120.736,1000,524.158,56.83,342.627,446.701,225.17,1000,1000,1000,1000,1000,1000,1000,719.864
1000,24.163,659.026,1000,259.424,1000,1000,574.344,1000,759.669,1000,665.785,1000,1000,1000,237.186,330.73,1000,437.285,1000,1000,1000,1000,1000,1000,1000,1000,490.744,165.632,1000,1000,1000,1000,1000,1000,489.345,991.932,1000,1000,1000,1000,231.124,532.397,186.172,483.793,1000,1000,58.205,554.266,159.88,1000,1000,1000,1000,317.23,1000,1000,1000
1000,279.238,393.37,295.613,355.667,218.444,1000,184.313,1000,865.714,538.456,554.292,810.973,1000,94.554,1000,1000,1000,1000,1000,1000,47.211,994.884,1000,1000,92.922,1000,111.603,1000,774.25,755.678,1000,1000,1000,1000,359.634,1000,1000,1000,1000,1000,1000,1000,151.923,1000,1000,1000,1000,500.835,993.34,1000,1000,1000,1000,1000,1000,108.94,1000
233.355,318.659,1000,264.308,1000,412.646,377.176,374.274,1000,651.172,37.756,54.855,153.777,282.915,1000,416.082,588.774,961.006,897.444,1000,591.396,1000,67.778,1000,1000,557.544,245.267,1000,1000,1000,850.039,1000,1000,1000,817.605,62.31,1000,1000,1000,1000,470.951,114.526,443.859,345.566,134.353,611.292,642.024,1000,171.377,597.639,1000,1000,1000,1000,1000,1000,1000,1000
717.004,512.511,104.834,1000,1000,325.702,285.595,1000,1000,114.075,1000,30.915,1000,1000,1000,1000,1000,355.148,1000,1000,1000,1000,1000,1000,1000,71.231,998.427,1000,1000,1000,91.917,295.377,1000,1000,1000,394.031,1000,17.808,1000,1000,611.133,1000,1000,126.546,129.671,703.281,1000,239.513,1000,270.267,1000,1000,711.132,1000,807.698,120.716,1000,1000
1000,1000,222.934,455.781,747.852,834.361,160.188,771.487,326.165,118.691,233.664,663.5,1000,906.88,258.442,578.831,1000,1000,1000,516.736,444.961,566.241,1000,1000,1000,252.969,994.947,1000,469.88,1000,676.419,1000,1000,1000,1000,1000,979.357,1000,1000,1000,601.782,1000,1000,100.742,393.222,907.141,224.313,61.324,388.282,150.646,1000,605.112,308.213,1000,1000,1000,304.548,1000
